211203080648, 6.666666666666667, 6.666666666666667, 6.666666666666667, 6.666666666666667, 7.0588235294117645, 6.666666666666667, 6.666666666666667, 7.0588235294117645, 7.0588235294117645, 7.0588235294117645, 7.450980392156863, 7.450980392156863, 7.450980392156863, 7.0588235294117645, 7.0588235294117645, 7.450980392156863, 8.235294117647058, 8.235294117647058, 8.235294117647058, 8.235294117647058, 7.8431372549019605, 8.627450980392156, 8.627450980392156, 9.411764705882353, 9.803921568627452, 8.627450980392156, 9.019607843137255, 8.627450980392156, 9.019607843137255, 6.666666666666667, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
211203080719, 7.0588235294117645, 6.666666666666667, 6.666666666666667, 6.666666666666667, 7.0588235294117645, 6.666666666666667, 7.0588235294117645, 7.0588235294117645, 7.0588235294117645, 7.0588235294117645, 7.450980392156863, 7.450980392156863, 7.450980392156863, 7.450980392156863, 7.0588235294117645, 7.8431372549019605, 8.627450980392156, 8.627450980392156, 8.627450980392156, 8.235294117647058, 7.8431372549019605, 8.627450980392156, 9.019607843137255, 9.411764705882353, 10.196078431372548, 9.019607843137255, 9.411764705882353, 8.627450980392156, 9.019607843137255, 6.666666666666667, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
211203080749, 7.0588235294117645, 7.0588235294117645, 7.0588235294117645, 7.0588235294117645, 7.0588235294117645, 7.0588235294117645, 7.0588235294117645, 7.450980392156863, 7.0588235294117645, 7.450980392156863, 7.450980392156863, 7.8431372549019605, 7.8431372549019605, 7.450980392156863, 7.0588235294117645, 7.8431372549019605, 8.627450980392156, 8.627450980392156, 8.627450980392156, 8.235294117647058, 7.8431372549019605, 9.019607843137255, 9.019607843137255, 9.803921568627452, 10.196078431372548, 9.019607843137255, 9.411764705882353, 9.019607843137255, 9.411764705882353, 7.0588235294117645, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
211203080820, 7.0588235294117645, 7.0588235294117645, 7.0588235294117645, 7.0588235294117645, 7.450980392156863, 7.0588235294117645, 7.0588235294117645, 7.450980392156863, 7.450980392156863, 7.450980392156863, 7.8431372549019605, 7.8431372549019605, 7.8431372549019605, 7.450980392156863, 7.450980392156863, 8.235294117647058, 8.627450980392156, 8.627450980392156, 8.627450980392156, 8.627450980392156, 8.235294117647058, 9.019607843137255, 9.019607843137255, 9.803921568627452, 10.196078431372548, 9.019607843137255, 9.411764705882353, 9.019607843137255, 9.411764705882353, 7.0588235294117645, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
211203080850, 7.450980392156863, 7.450980392156863, 7.450980392156863, 7.450980392156863, 7.450980392156863, 7.450980392156863, 7.450980392156863, 7.8431372549019605, 7.450980392156863, 7.450980392156863, 7.8431372549019605, 8.235294117647058, 8.235294117647058, 7.8431372549019605, 7.450980392156863, 8.235294117647058, 8.627450980392156, 9.019607843137255, 9.019607843137255, 8.627450980392156, 8.235294117647058, 9.019607843137255, 9.411764705882353, 9.803921568627452, 10.196078431372548, 9.411764705882353, 9.411764705882353, 9.019607843137255, 9.411764705882353, 7.450980392156863, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
211203080920, 7.450980392156863, 7.450980392156863, 7.450980392156863, 7.450980392156863, 7.450980392156863, 7.450980392156863, 7.450980392156863, 7.8431372549019605, 7.8431372549019605, 7.8431372549019605, 8.235294117647058, 8.235294117647058, 8.235294117647058, 7.8431372549019605, 7.450980392156863, 8.235294117647058, 9.019607843137255, 9.019607843137255, 9.019607843137255, 9.019607843137255, 8.235294117647058, 9.019607843137255, 9.411764705882353, 9.803921568627452, 10.196078431372548, 9.411764705882353, 9.803921568627452, 9.411764705882353, 9.411764705882353, 7.450980392156863, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
211203080951, 7.8431372549019605, 7.450980392156863, 7.450980392156863, 7.450980392156863, 7.450980392156863, 7.8431372549019605, 7.8431372549019605, 8.235294117647058, 7.8431372549019605, 7.8431372549019605, 8.235294117647058, 8.235294117647058, 8.235294117647058, 8.235294117647058, 7.8431372549019605, 8.235294117647058, 9.019607843137255, 9.019607843137255, 9.411764705882353, 9.019607843137255, 8.627450980392156, 9.411764705882353, 9.411764705882353, 9.803921568627452, 10.588235294117647, 9.411764705882353, 9.803921568627452, 9.411764705882353, 9.803921568627452, 7.450980392156863, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
211203081021, 7.8431372549019605, 7.8431372549019605, 7.8431372549019605, 7.8431372549019605, 7.8431372549019605, 7.8431372549019605, 7.8431372549019605, 8.235294117647058, 8.235294117647058, 8.235294117647058, 8.627450980392156, 8.627450980392156, 8.627450980392156, 8.235294117647058, 7.8431372549019605, 8.627450980392156, 9.019607843137255, 9.411764705882353, 9.411764705882353, 9.019607843137255, 8.627450980392156, 9.411764705882353, 9.411764705882353, 10.196078431372548, 10.588235294117647, 9.411764705882353, 9.803921568627452, 9.411764705882353, 9.803921568627452, 7.8431372549019605, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
211203081051, 8.235294117647058, 7.8431372549019605, 8.235294117647058, 7.8431372549019605, 8.235294117647058, 7.8431372549019605, 8.235294117647058, 8.627450980392156, 8.235294117647058, 8.235294117647058, 8.627450980392156, 8.627450980392156, 8.627450980392156, 8.235294117647058, 7.8431372549019605, 8.627450980392156, 9.411764705882353, 9.411764705882353, 9.411764705882353, 9.411764705882353, 9.019607843137255, 9.411764705882353, 9.803921568627452, 10.196078431372548, 10.588235294117647, 9.803921568627452, 10.196078431372548, 9.803921568627452, 9.803921568627452, 7.8431372549019605, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
211203081122, 8.235294117647058, 8.235294117647058, 8.235294117647058, 8.235294117647058, 8.235294117647058, 8.235294117647058, 8.235294117647058, 8.627450980392156, 8.627450980392156, 8.627450980392156, 9.019607843137255, 9.019607843137255, 9.019607843137255, 8.235294117647058, 7.8431372549019605, 8.627450980392156, 9.411764705882353, 9.803921568627452, 9.803921568627452, 9.803921568627452, 9.019607843137255, 9.803921568627452, 9.803921568627452, 10.196078431372548, 10.588235294117647, 9.803921568627452, 10.196078431372548, 9.803921568627452, 10.196078431372548, 8.235294117647058, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
