dates, district1, district2, district3, district4, district5, district6, district7, district8, district9, district10, district11, district12, district13, district14, district15, district16, district17, district18, district19, district20, district21, district22, district23, district24, district25, district26, district27, district28, district29, district30, weather1, weather2, weather3, weather4, weather5, weather6, weather7, weather8, weather9, weather10, weather11, weather12, weather13, weather14, weather15, weather16, weather17, weather18, weather19, weather20, weather21, weather22, weather23, weather24, weather25, weather26, weather27, weather28, weather29, weather30, weather31, weather32, weather33, weather34, weather35, weather36, weather37, weather38, weather39, weather40, weather41, weather42, weather43, weather44, weather45, weather46, weather47
1639129469.114209, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78125, 0.78125, 0.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14, 14, 14, 16, 16, 16, 16, 16, 14, 14, 16, 16, 16, 14, 14, 14, 16, 16, 16, 16, 14, 14, 16, 16, 14, 16, 14, 14, 14, 16, 14, 14, 14, 16, 14, 16, 14, 14, 16, 16, 14, 16, 16, 14, 14, 14
1639129499.704743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78125, 0.78125, 0.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14, 14, 14, 16, 16, 16, 16, 16, 14, 14, 16, 16, 16, 14, 14, 14, 16, 16, 16, 16, 14, 14, 16, 16, 14, 16, 14, 14, 14, 16, 14, 14, 14, 16, 14, 16, 14, 14, 16, 16, 14, 16, 16, 14, 14, 14
1639129530.1244092, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78125, 0.78125, 0.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14, 14, 14, 16, 16, 16, 16, 16, 14, 14, 16, 16, 16, 14, 14, 14, 16, 16, 16, 16, 14, 14, 16, 16, 14, 16, 14, 14, 14, 16, 14, 14, 14, 16, 14, 16, 14, 14, 16, 16, 14, 16, 16, 14, 14, 14
1639129561.342089, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78125, 1.171875, 0.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14, 14, 14, 16, 16, 16, 16, 16, 14, 14, 16, 16, 16, 14, 14, 14, 16, 16, 16, 16, 14, 14, 16, 16, 14, 16, 14, 14, 14, 16, 14, 14, 14, 16, 14, 16, 14, 14, 16, 16, 14, 16, 16, 14, 14, 14
1639129591.997733, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78125, 0.78125, 0.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14, 14, 14, 16, 16, 16, 16, 16, 14, 14, 16, 16, 16, 14, 14, 14, 16, 16, 16, 16, 14, 14, 16, 16, 14, 16, 14, 14, 14, 16, 14, 14, 14, 16, 14, 16, 14, 14, 16, 16, 14, 16, 16, 14, 14, 14
1639129622.994758, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78125, 0.78125, 0.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14, 14, 14, 16, 16, 16, 16, 16, 14, 14, 16, 16, 16, 14, 14, 14, 16, 16, 16, 16, 14, 14, 16, 16, 14, 16, 14, 14, 14, 16, 14, 14, 14, 16, 14, 16, 14, 14, 16, 16, 14, 16, 16, 14, 14, 14
1639129653.6107311, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78125, 0.78125, 0.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14, 14, 14, 16, 16, 16, 16, 16, 14, 14, 16, 16, 16, 14, 14, 14, 16, 16, 16, 16, 14, 14, 16, 16, 14, 16, 14, 14, 14, 16, 14, 14, 14, 16, 14, 16, 14, 14, 16, 16, 14, 16, 16, 14, 14, 14
1639129684.081623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78125, 1.171875, 0.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14, 14, 14, 16, 16, 16, 16, 16, 14, 14, 16, 16, 16, 14, 14, 14, 16, 16, 16, 16, 14, 14, 16, 16, 14, 16, 14, 14, 14, 16, 14, 14, 14, 16, 14, 16, 14, 14, 16, 16, 14, 16, 16, 14, 14, 14
1639129714.493546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78125, 1.171875, 0.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14, 14, 14, 16, 16, 16, 16, 16, 14, 14, 16, 16, 16, 14, 14, 14, 16, 16, 16, 16, 14, 14, 16, 16, 14, 16, 14, 14, 14, 16, 14, 14, 14, 16, 14, 16, 14, 14, 16, 16, 14, 16, 16, 14, 14, 14
1639129745.020618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78125, 1.171875, 0.78125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14, 14, 14, 16, 16, 16, 16, 16, 14, 14, 16, 16, 16, 14, 14, 14, 16, 16, 16, 16, 14, 14, 16, 16, 14, 16, 14, 14, 14, 16, 14, 14, 14, 16, 14, 16, 14, 14, 16, 16, 14, 16, 16, 14, 14, 14
